payload_cid,data_size,filenames
bafybeid4dhlrecu77ysypvn5icozwp2asuggr2kxayewl6mjkyagtcda64,34091302912,"['camera_lidar-20190401121727_camera_rearcenter.tar.01','camera_lidar-20190401121727_camera_rearcenter.tar.02','camera_lidar-20190401121727_camera_rearcenter.tar.03','camera_lidar-20190401121727_camera_rearcenter.tar.04','camera_lidar-20190401121727_camera_rearcenter.tar.05','camera_lidar-20190401121727_camera_rearcenter.tar.06','camera_lidar-20190401121727_camera_rearcenter.tar.07','camera_lidar-20190401121727_camera_rearcenter.tar.08','camera_lidar-20190401121727_camera_rearcenter.tar.09','camera_lidar-20190401121727_camera_rearcenter.tar.10','camera_lidar-20190401121727_camera_rearcenter.tar.11','camera_lidar-20190401121727_camera_rearcenter.tar.12','camera_lidar-20190401121727_camera_rearcenter.tar.13','camera_lidar-20190401121727_camera_rearcenter.tar.14','camera_lidar-20190401121727_camera_rearcenter.tar.15','camera_lidar-20190401121727_camera_rearcenter.tar.16','camera_lidar-20190401121727_camera_rearcenter.tar.17']"
bafybeicgubv3jc3bdt75prhwp6tme43odte27eq2e5va2tcmpqrjcnq7cy,34091302912,"['camera_lidar-20190401121727_camera_rearcenter.tar.18','camera_lidar-20190401121727_camera_rearcenter.tar.19','camera_lidar-20190401121727_camera_rearcenter.tar.20','camera_lidar-20190401121727_camera_rearcenter.tar.21','camera_lidar-20190401121727_camera_rearcenter.tar.22','camera_lidar-20190401121727_camera_rearcenter.tar.23','camera_lidar-20190401121727_camera_rearcenter.tar.24','camera_lidar-20190401121727_camera_rearcenter.tar.25','camera_lidar-20190401121727_camera_rearcenter.tar.26','camera_lidar-20190401121727_camera_rearcenter.tar.27','camera_lidar-20190401121727_camera_rearcenter.tar.28','camera_lidar-20190401121727_camera_rearcenter.tar.29','camera_lidar-20190401121727_camera_rearcenter.tar.30','camera_lidar-20190401121727_camera_rearcenter.tar.31','camera_lidar-20190401121727_camera_rearcenter.tar.32','camera_lidar-20190401121727_camera_rearcenter.tar.33','camera_lidar-20190401121727_camera_rearcenter.tar.34']"
bafybeicyentwl75l7sep5qhldsdf4r4ck2y7pqedf7wdbb46qivvekqw5m,34091302912,"['camera_lidar-20190401121727_camera_rearcenter.tar.35','camera_lidar-20190401121727_camera_rearcenter.tar.36','camera_lidar-20190401121727_camera_rearcenter.tar.37','camera_lidar-20190401121727_camera_rearcenter.tar.38','camera_lidar-20190401121727_camera_rearcenter.tar.39','camera_lidar-20190401121727_camera_rearcenter.tar.40','camera_lidar-20190401121727_camera_rearcenter.tar.41','camera_lidar-20190401121727_camera_rearcenter.tar.42','camera_lidar-20190401121727_camera_rearcenter.tar.43','camera_lidar-20190401121727_camera_rearcenter.tar.44','camera_lidar-20190401121727_camera_rearcenter.tar.45','camera_lidar-20190401121727_camera_rearcenter.tar.46','camera_lidar-20190401121727_camera_rearcenter.tar.47','camera_lidar-20190401121727_camera_rearcenter.tar.48','camera_lidar-20190401121727_camera_rearcenter.tar.49','camera_lidar-20190401121727_camera_rearcenter.tar.50','camera_lidar-20190401121727_camera_rearcenter.tar.51']"
bafybeifzlsc6jnjwsf7mymvekldyhwhiyr7zcgwj4ofdc4ysbbh7zy3d3y,34091302912,"['camera_lidar-20190401121727_camera_rearcenter.tar.52','camera_lidar-20190401121727_camera_rearcenter.tar.53','camera_lidar-20190401121727_camera_rearcenter.tar.54','camera_lidar-20190401121727_camera_rearcenter.tar.55','camera_lidar-20190401121727_camera_rearcenter.tar.56','camera_lidar-20190401121727_camera_rearcenter.tar.58','camera_lidar-20190401121727_camera_rearcenter.tar.59','camera_lidar-20190401121727_camera_rearcenter.tar.60','camera_lidar-20190401121727_camera_rearcenter.tar.61','camera_lidar-20190401121727_camera_rearcenter.tar.62','camera_lidar-20190401121727_camera_rearcenter.tar.63','camera_lidar-20190401121727_camera_rearcenter.tar.64','camera_lidar-20190401121727_camera_rearcenter.tar.65','camera_lidar-20190401121727_camera_rearcenter.tar.66','camera_lidar-20190401121727_camera_rearcenter.tar.67','camera_lidar-20190401121727_camera_rearcenter.tar.68','camera_lidar-20190401121727_camera_rearcenter.tar.69']"
bafybeid63v5z2m3xuo5kbvlxeivctmpkanjzcploxrnhlkdynnhtvu5xiy,34091302912,"['camera_lidar-20190401121727_camera_rearcenter.tar.70','camera_lidar-20190401121727_camera_rearcenter.tar.71','camera_lidar-20190401121727_camera_rearcenter.tar.72','camera_lidar-20190401121727_camera_rearcenter.tar.73','camera_lidar-20190401121727_camera_rearcenter.tar.74','camera_lidar-20190401121727_camera_rearcenter.tar.75','camera_lidar-20190401121727_camera_rearcenter.tar.76','camera_lidar-20190401121727_camera_rearcenter.tar.77','camera_lidar-20190401121727_camera_rearcenter.tar.78','camera_lidar-20190401121727_camera_rearcenter.tar.79','camera_lidar-20190401121727_camera_rearcenter.tar.80','camera_lidar-20190401121727_camera_rearcenter.tar.81','camera_lidar-20190401121727_camera_rearcenter.tar.82','camera_lidar-20190401121727_camera_rearcenter.tar.83','camera_lidar-20190401121727_camera_rearcenter.tar.84','camera_lidar-20190401121727_camera_rearcenter.tar.85','camera_lidar-20190401121727_camera_sideleft.tar.00','camera_lidar-20190401121727_camera_sideleft.tar.01']"
bafybeiagrwxo25mna6oh4fgqug6fsox6f3y5muwv3ohbglnhi4gs7kj2by,34091302912,"['camera_lidar-20190401121727_camera_sideleft.tar.02','camera_lidar-20190401121727_camera_sideleft.tar.03','camera_lidar-20190401121727_camera_sideleft.tar.04','camera_lidar-20190401121727_camera_sideleft.tar.05','camera_lidar-20190401121727_camera_sideleft.tar.06','camera_lidar-20190401121727_camera_sideleft.tar.07','camera_lidar-20190401121727_camera_sideleft.tar.08','camera_lidar-20190401121727_camera_sideleft.tar.09','camera_lidar-20190401121727_camera_sideleft.tar.10','camera_lidar-20190401121727_camera_sideleft.tar.11','camera_lidar-20190401121727_camera_sideleft.tar.12','camera_lidar-20190401121727_camera_sideleft.tar.13','camera_lidar-20190401121727_camera_sideleft.tar.14','camera_lidar-20190401121727_camera_sideleft.tar.15','camera_lidar-20190401121727_camera_sideleft.tar.16','camera_lidar-20190401121727_camera_sideleft.tar.17','camera_lidar-20190401121727_camera_sideleft.tar.18']"
bafybeiazse6nhu3m3lp2aaz6kccgyyj5e5psrjbrgov3ta76ma3thtvqxi,34091302912,"['camera_lidar-20190401121727_camera_sideleft.tar.19','camera_lidar-20190401121727_camera_sideleft.tar.20','camera_lidar-20190401121727_camera_sideleft.tar.21','camera_lidar-20190401121727_camera_sideleft.tar.22','camera_lidar-20190401121727_camera_sideleft.tar.23','camera_lidar-20190401121727_camera_sideleft.tar.24','camera_lidar-20190401121727_camera_sideleft.tar.25','camera_lidar-20190401121727_camera_sideleft.tar.26','camera_lidar-20190401121727_camera_sideleft.tar.27','camera_lidar-20190401121727_camera_sideleft.tar.28','camera_lidar-20190401121727_camera_sideleft.tar.29','camera_lidar-20190401121727_camera_sideleft.tar.30','camera_lidar-20190401121727_camera_sideleft.tar.31','camera_lidar-20190401121727_camera_sideleft.tar.32','camera_lidar-20190401121727_camera_sideleft.tar.33','camera_lidar-20190401121727_camera_sideleft.tar.34','camera_lidar-20190401121727_camera_sideleft.tar.36']"
bafybeigo7u356bsupvub4zakonrrybpdzvpjrchkachbu6aijtefglnm3y,34091302912,"['camera_lidar-20190401121727_camera_sideleft.tar.37','camera_lidar-20190401121727_camera_sideleft.tar.38','camera_lidar-20190401121727_camera_sideleft.tar.39','camera_lidar-20190401121727_camera_sideleft.tar.40','camera_lidar-20190401121727_camera_sideleft.tar.41','camera_lidar-20190401121727_camera_sideleft.tar.42','camera_lidar-20190401121727_camera_sideleft.tar.43','camera_lidar-20190401121727_camera_sideleft.tar.44','camera_lidar-20190401121727_camera_sideleft.tar.45','camera_lidar-20190401121727_camera_sideleft.tar.46','camera_lidar-20190401121727_camera_sideleft.tar.47','camera_lidar-20190401121727_camera_sideleft.tar.48','camera_lidar-20190401121727_camera_sideleft.tar.49','camera_lidar-20190401121727_camera_sideleft.tar.50','camera_lidar-20190401121727_camera_sideleft.tar.51','camera_lidar-20190401121727_camera_sideleft.tar.52','camera_lidar-20190401121727_camera_sideleft.tar.53']"
bafybeib7e23nsijjm25oofagiz32m5bop6fjldobjduwuunaidco4d27p4,34091302912,"['camera_lidar-20190401121727_camera_sideleft.tar.54','camera_lidar-20190401121727_camera_sideleft.tar.55','camera_lidar-20190401121727_camera_sideleft.tar.56','camera_lidar-20190401121727_camera_sideleft.tar.57','camera_lidar-20190401121727_camera_sideleft.tar.58','camera_lidar-20190401121727_camera_sideleft.tar.59','camera_lidar-20190401121727_camera_sideleft.tar.60','camera_lidar-20190401121727_camera_sideleft.tar.61','camera_lidar-20190401121727_camera_sideleft.tar.62','camera_lidar-20190401121727_camera_sideleft.tar.63','camera_lidar-20190401121727_camera_sideleft.tar.64','camera_lidar-20190401121727_camera_sideleft.tar.65','camera_lidar-20190401121727_camera_sideleft.tar.66','camera_lidar-20190401121727_camera_sideleft.tar.67','camera_lidar-20190401121727_camera_sideleft.tar.68','camera_lidar-20190401121727_camera_sideleft.tar.69','camera_lidar-20190401121727_camera_sideleft.tar.70']"
bafybeigjtxxpvlpyf2pxd6e5pj5lujzcaqerjjqtusbmgkpmqwleyqxvim,34091302912,"['camera_lidar-20190401121727_camera_sideleft.tar.71','camera_lidar-20190401121727_camera_sideleft.tar.72','camera_lidar-20190401121727_camera_sideleft.tar.73','camera_lidar-20190401121727_camera_sideleft.tar.74','camera_lidar-20190401121727_camera_sideleft.tar.75','camera_lidar-20190401121727_camera_sideleft.tar.76','camera_lidar-20190401121727_camera_sideleft.tar.77','camera_lidar-20190401121727_camera_sideleft.tar.78','camera_lidar-20190401121727_camera_sideleft.tar.79','camera_lidar-20190401121727_camera_sideleft.tar.80','camera_lidar-20190401121727_camera_sideleft.tar.81','camera_lidar-20190401121727_camera_sideleft.tar.82','camera_lidar-20190401121727_camera_sideleft.tar.83','camera_lidar-20190401121727_camera_sideleft.tar.84','camera_lidar-20190401121727_camera_sideleft.tar.85','camera_lidar-20190401121727_camera_sideleft.tar.86','camera_lidar-20190401121727_camera_sideleft.tar.87']"
bafybeictw7iml3cqgrchrahce7ky344jolnkmavlol25pk5ujs3bs4jecq,34091302912,"['camera_lidar-20190401121727_camera_sideleft.tar.88','camera_lidar-20190401121727_camera_sideright.tar.00','camera_lidar-20190401121727_camera_sideright.tar.01','camera_lidar-20190401121727_camera_sideright.tar.02','camera_lidar-20190401121727_camera_sideright.tar.03','camera_lidar-20190401121727_camera_sideright.tar.04','camera_lidar-20190401121727_camera_sideright.tar.05','camera_lidar-20190401121727_camera_sideright.tar.06','camera_lidar-20190401121727_camera_sideright.tar.07','camera_lidar-20190401121727_camera_sideright.tar.08','camera_lidar-20190401121727_camera_sideright.tar.09','camera_lidar-20190401121727_camera_sideright.tar.11','camera_lidar-20190401121727_camera_sideright.tar.12','camera_lidar-20190401121727_camera_sideright.tar.13','camera_lidar-20190401121727_camera_sideright.tar.14','camera_lidar-20190401121727_camera_sideright.tar.15','camera_lidar-20190401121727_camera_sideright.tar.16','camera_lidar-20190401121727_camera_sideright.tar.17']"
bafybeid7wdukczfifjpxh5mk45vomxnyzp3ooj4fi6fael2xx3nm3yg3dm,34091302912,"['camera_lidar-20190401121727_camera_sideright.tar.18','camera_lidar-20190401121727_camera_sideright.tar.19','camera_lidar-20190401121727_camera_sideright.tar.20','camera_lidar-20190401121727_camera_sideright.tar.21','camera_lidar-20190401121727_camera_sideright.tar.22','camera_lidar-20190401121727_camera_sideright.tar.23','camera_lidar-20190401121727_camera_sideright.tar.24','camera_lidar-20190401121727_camera_sideright.tar.25','camera_lidar-20190401121727_camera_sideright.tar.26','camera_lidar-20190401121727_camera_sideright.tar.27','camera_lidar-20190401121727_camera_sideright.tar.28','camera_lidar-20190401121727_camera_sideright.tar.29','camera_lidar-20190401121727_camera_sideright.tar.30','camera_lidar-20190401121727_camera_sideright.tar.31','camera_lidar-20190401121727_camera_sideright.tar.32','camera_lidar-20190401121727_camera_sideright.tar.33','camera_lidar-20190401121727_camera_sideright.tar.34']"
bafybeienk7wslqarnliozeey3vo4sayw2xpcnsl2k3azooqlv7vqvuzvtm,34091302912,"['camera_lidar-20190401121727_camera_sideright.tar.35','camera_lidar-20190401121727_camera_sideright.tar.36','camera_lidar-20190401121727_camera_sideright.tar.37','camera_lidar-20190401121727_camera_sideright.tar.38','camera_lidar-20190401121727_camera_sideright.tar.39','camera_lidar-20190401121727_camera_sideright.tar.40','camera_lidar-20190401121727_camera_sideright.tar.41','camera_lidar-20190401121727_camera_sideright.tar.42','camera_lidar-20190401121727_camera_sideright.tar.43','camera_lidar-20190401121727_camera_sideright.tar.44','camera_lidar-20190401121727_camera_sideright.tar.45','camera_lidar-20190401121727_camera_sideright.tar.46','camera_lidar-20190401121727_camera_sideright.tar.47','camera_lidar-20190401121727_camera_sideright.tar.48','camera_lidar-20190401121727_camera_sideright.tar.49','camera_lidar-20190401121727_camera_sideright.tar.50','camera_lidar-20190401121727_camera_sideright.tar.51']"
bafybeictn5ogredywgvpi2veog2cwxa7wo5cfk3kmkfphs4zg4tlz6w57q,34091302912,"['camera_lidar-20190401121727_camera_sideright.tar.52','camera_lidar-20190401121727_camera_sideright.tar.53','camera_lidar-20190401121727_camera_sideright.tar.54','camera_lidar-20190401121727_camera_sideright.tar.55','camera_lidar-20190401121727_camera_sideright.tar.56','camera_lidar-20190401121727_camera_sideright.tar.57','camera_lidar-20190401121727_camera_sideright.tar.58','camera_lidar-20190401121727_camera_sideright.tar.59','camera_lidar-20190401121727_camera_sideright.tar.60','camera_lidar-20190401121727_camera_sideright.tar.61','camera_lidar-20190401121727_camera_sideright.tar.62','camera_lidar-20190401121727_camera_sideright.tar.63','camera_lidar-20190401121727_camera_sideright.tar.64','camera_lidar-20190401121727_camera_sideright.tar.65','camera_lidar-20190401121727_camera_sideright.tar.66','camera_lidar-20190401121727_camera_sideright.tar.67','camera_lidar-20190401121727_camera_sideright.tar.68']"
bafybeicnfcympjudnsnmkgs36s53egpojqccghrssgfw2ttr6o56w5k5ky,34091302912,"['camera_lidar-20190401121727_camera_sideright.tar.69','camera_lidar-20190401121727_camera_sideright.tar.70','camera_lidar-20190401121727_camera_sideright.tar.71','camera_lidar-20190401121727_camera_sideright.tar.72','camera_lidar-20190401121727_camera_sideright.tar.73','camera_lidar-20190401121727_camera_sideright.tar.74','camera_lidar-20190401121727_camera_sideright.tar.75','camera_lidar-20190401121727_camera_sideright.tar.76','camera_lidar-20190401121727_camera_sideright.tar.77','camera_lidar-20190401121727_camera_sideright.tar.78','camera_lidar-20190401121727_camera_sideright.tar.79','camera_lidar-20190401121727_camera_sideright.tar.80','camera_lidar-20190401121727_camera_sideright.tar.81','camera_lidar-20190401121727_camera_sideright.tar.82','camera_lidar-20190401121727_camera_sideright.tar.83','camera_lidar-20190401121727_camera_sideright.tar.84','camera_lidar-20190401121727_camera_sideright.tar.85']"
bafybeie7fx6ryvha57pgwadqeofqruiyqpstaq47bg35waqjxg22czqgwu,34091302912,"['camera_lidar-20190401121727_camera_sideright.tar.86','camera_lidar-20190401121727_camera_sideright.tar.87','camera_lidar-20190401121727_camera_sideright.tar.88','camera_lidar-20190401121727_camera_sideright.tar.89','camera_lidar-20190401121727_lidar_frontcenter.tar.00','camera_lidar-20190401121727_lidar_frontcenter.tar.01','camera_lidar-20190401121727_lidar_frontcenter.tar.02','camera_lidar-20190401121727_lidar_frontcenter.tar.03','camera_lidar-20190401121727_lidar_frontcenter.tar.04','camera_lidar-20190401121727_lidar_frontcenter.tar.05','camera_lidar-20190401121727_lidar_frontcenter.tar.06','camera_lidar-20190401121727_lidar_frontcenter.tar.07','camera_lidar-20190401121727_lidar_frontcenter.tar.08','camera_lidar-20190401121727_lidar_frontcenter.tar.09','camera_lidar-20190401121727_lidar_frontcenter.tar.10','camera_lidar-20190401121727_lidar_frontcenter.tar.11','camera_lidar-20190401121727_lidar_frontcenter.tar.12','camera_lidar-20190401121727_lidar_frontcenter.tar.13']"
bafybeicscragd6k4d4wvcf7fnepklvjnitrdlgwhzb7xztfxbodxu5hlsm,17045651456,"['a2d2-preview.tar.00.car.zst','a2d2-preview.tar.01.car.zst','camera_lidar-20190401121727_lidar_frontcenter.tar.14','camera_lidar-20190401121727_lidar_frontcenter.tar.15','camera_lidar-20190401121727_lidar_frontcenter.tar.16','camera_lidar-20190401121727_lidar_frontcenter.tar.17','camera_lidar-20190401121727_lidar_frontcenter.tar.18','camera_lidar-20190401121727_lidar_frontcenter.tar.19','camera_lidar-20190401121727_lidar_frontcenter.tar.20','camera_lidar-20190401121727_lidar_frontcenter.tar.21','camera_lidar-20190401121727_lidar_frontcenter.tar.22','camera_lidar-20190401121727_lidar_frontcenter.tar.23','camera_lidar-20190401121727_lidar_frontcenter.tar.24']"
